Pokemon,Type,Stat,Score
Gardevoir,Psychic,hp,68
Gardevoir,Psychic,attack,65
Gardevoir,Psychic,defense,65
Gardevoir,Psychic,sp_attack,125
Gardevoir,Psychic,sp_defense,115
Gardevoir,Psychic,speed,80
Kirlia,Psychic,hp,38
Kirlia,Psychic,attack,35
Kirlia,Psychic,defense,35
Kirlia,Psychic,sp_attack,65
Kirlia,Psychic,sp_defense,55
Kirlia,Psychic,speed,50
Ralts,Psychic,hp,28
Ralts,Psychic,attack,25
Ralts,Psychic,defense,25
Ralts,Psychic,sp_attack,45
Ralts,Psychic,sp_defense,35
Ralts,Psychic,speed,40
Pelipper,Water,hp,60
Pelipper,Water,attack,50
Pelipper,Water,defense,100
Pelipper,Water,sp_attack,95
Pelipper,Water,sp_defense,70
Pelipper,Water,speed,65
Wingull,Water,hp,40
Wingull,Water,attack,30
Wingull,Water,defense,30
Wingull,Water,sp_attack,55
Wingull,Water,sp_defense,30
Wingull,Water,speed,85
Swellow,Normal,hp,60
Swellow,Normal,attack,85
Swellow,Normal,defense,60
Swellow,Normal,sp_attack,75
Swellow,Normal,sp_defense,50
Swellow,Normal,speed,125
Taillow,Normal,hp,40
Taillow,Normal,attack,55
Taillow,Normal,defense,30
Taillow,Normal,sp_attack,30
Taillow,Normal,sp_defense,30
Taillow,Normal,speed,85
Shiftry,Grass,hp,90
Shiftry,Grass,attack,100
Shiftry,Grass,defense,60
Shiftry,Grass,sp_attack,90
Shiftry,Grass,sp_defense,60
Shiftry,Grass,speed,80
Nuzleaf,Grass,hp,70
Nuzleaf,Grass,attack,70
Nuzleaf,Grass,defense,40
Nuzleaf,Grass,sp_attack,60
Nuzleaf,Grass,sp_defense,40
Nuzleaf,Grass,speed,60
Seedot,Grass,hp,40
Seedot,Grass,attack,40
Seedot,Grass,defense,50
Seedot,Grass,sp_attack,30
Seedot,Grass,sp_defense,30
Seedot,Grass,speed,30
Ludicolo,Water,hp,80
Ludicolo,Water,attack,70
Ludicolo,Water,defense,70
Ludicolo,Water,sp_attack,90
Ludicolo,Water,sp_defense,100
Ludicolo,Water,speed,70
Lombre,Water,hp,60
Lombre,Water,attack,50
Lombre,Water,defense,50
Lombre,Water,sp_attack,60
Lombre,Water,sp_defense,70
Lombre,Water,speed,50
Lotad,Water,hp,40
Lotad,Water,attack,30
Lotad,Water,defense,30
Lotad,Water,sp_attack,40
Lotad,Water,sp_defense,50
Lotad,Water,speed,30
Dustox,Bug,hp,60
Dustox,Bug,attack,50
Dustox,Bug,defense,70
Dustox,Bug,sp_attack,50
Dustox,Bug,sp_defense,90
Dustox,Bug,speed,65
Cascoon,Bug,hp,50
Cascoon,Bug,attack,35
Cascoon,Bug,defense,55
Cascoon,Bug,sp_attack,25
Cascoon,Bug,sp_defense,25
Cascoon,Bug,speed,15
Beautifly,Bug,hp,60
Beautifly,Bug,attack,70
Beautifly,Bug,defense,50
Beautifly,Bug,sp_attack,100
Beautifly,Bug,sp_defense,50
Beautifly,Bug,speed,65
Silcoon,Bug,hp,50
Silcoon,Bug,attack,35
Silcoon,Bug,defense,55
Silcoon,Bug,sp_attack,25
Silcoon,Bug,sp_defense,25
Silcoon,Bug,speed,15
Wurmple,Bug,hp,45
Wurmple,Bug,attack,45
Wurmple,Bug,defense,35
Wurmple,Bug,sp_attack,20
Wurmple,Bug,sp_defense,30
Wurmple,Bug,speed,20
Galarian Linoone,Dark,hp,78
Galarian Linoone,Dark,attack,70
Galarian Linoone,Dark,defense,61
Galarian Linoone,Dark,sp_attack,50
Galarian Linoone,Dark,sp_defense,61
Galarian Linoone,Dark,speed,100
Linoone,Normal,hp,78
Linoone,Normal,attack,70
Linoone,Normal,defense,61
Linoone,Normal,sp_attack,50
Linoone,Normal,sp_defense,61
Linoone,Normal,speed,100
Galarian Zigzagoon,Dark,hp,38
Galarian Zigzagoon,Dark,attack,30
Galarian Zigzagoon,Dark,defense,41
Galarian Zigzagoon,Dark,sp_attack,30
Galarian Zigzagoon,Dark,sp_defense,41
Galarian Zigzagoon,Dark,speed,60
Zigzagoon,Normal,hp,38
Zigzagoon,Normal,attack,30
Zigzagoon,Normal,defense,41
Zigzagoon,Normal,sp_attack,30
Zigzagoon,Normal,sp_defense,41
Zigzagoon,Normal,speed,60
Mightyena,Dark,hp,70
Mightyena,Dark,attack,90
Mightyena,Dark,defense,70
Mightyena,Dark,sp_attack,60
Mightyena,Dark,sp_defense,60
Mightyena,Dark,speed,70
Poochyena,Dark,hp,35
Poochyena,Dark,attack,55
Poochyena,Dark,defense,35
Poochyena,Dark,sp_attack,30
Poochyena,Dark,sp_defense,30
Poochyena,Dark,speed,35
Mega Swampert,Water,hp,100
Mega Swampert,Water,attack,150
Mega Swampert,Water,defense,110
Mega Swampert,Water,sp_attack,95
Mega Swampert,Water,sp_defense,110
Mega Swampert,Water,speed,70
Swampert,Water,hp,100
Swampert,Water,attack,110
Swampert,Water,defense,90
Swampert,Water,sp_attack,85
Swampert,Water,sp_defense,90
Swampert,Water,speed,60
Marshtomp,Water,hp,70
Marshtomp,Water,attack,85
Marshtomp,Water,defense,70
Marshtomp,Water,sp_attack,60
Marshtomp,Water,sp_defense,70
Marshtomp,Water,speed,50
Mudkip,Water,hp,50
Mudkip,Water,attack,70
Mudkip,Water,defense,50
Mudkip,Water,sp_attack,50
Mudkip,Water,sp_defense,50
Mudkip,Water,speed,40
Mega Blaziken,Fire,hp,80
Mega Blaziken,Fire,attack,160
Mega Blaziken,Fire,defense,80
Mega Blaziken,Fire,sp_attack,130
Mega Blaziken,Fire,sp_defense,80
Mega Blaziken,Fire,speed,100
Blaziken,Fire,hp,80
Blaziken,Fire,attack,120
Blaziken,Fire,defense,70
Blaziken,Fire,sp_attack,110
Blaziken,Fire,sp_defense,70
Blaziken,Fire,speed,80
Combusken,Fire,hp,60
Combusken,Fire,attack,85
Combusken,Fire,defense,60
Combusken,Fire,sp_attack,85
Combusken,Fire,sp_defense,60
Combusken,Fire,speed,55
Torchic,Fire,hp,45
Torchic,Fire,attack,60
Torchic,Fire,defense,40
Torchic,Fire,sp_attack,70
Torchic,Fire,sp_defense,50
Torchic,Fire,speed,45
Mega Sceptile,Grass,hp,70
Mega Sceptile,Grass,attack,110
Mega Sceptile,Grass,defense,75
Mega Sceptile,Grass,sp_attack,145
Mega Sceptile,Grass,sp_defense,85
Mega Sceptile,Grass,speed,145
Sceptile,Grass,hp,70
Sceptile,Grass,attack,85
Sceptile,Grass,defense,65
Sceptile,Grass,sp_attack,105
Sceptile,Grass,sp_defense,85
Sceptile,Grass,speed,120
Grovyle,Grass,hp,50
Grovyle,Grass,attack,65
Grovyle,Grass,defense,45
Grovyle,Grass,sp_attack,85
Grovyle,Grass,sp_defense,65
Grovyle,Grass,speed,95
Treecko,Grass,hp,40
Treecko,Grass,attack,45
Treecko,Grass,defense,35
Treecko,Grass,sp_attack,65
Treecko,Grass,sp_defense,55
Treecko,Grass,speed,70
Celebi,Psychic,hp,100
Celebi,Psychic,attack,100
Celebi,Psychic,defense,100
Celebi,Psychic,sp_attack,100
Celebi,Psychic,sp_defense,100
Celebi,Psychic,speed,100
Ho-oh,Fire,hp,106
Ho-oh,Fire,attack,130
Ho-oh,Fire,defense,90
Ho-oh,Fire,sp_attack,110
Ho-oh,Fire,sp_defense,154
Ho-oh,Fire,speed,90
Lugia,Psychic,hp,106
Lugia,Psychic,attack,90
Lugia,Psychic,defense,130
Lugia,Psychic,sp_attack,90
Lugia,Psychic,sp_defense,154
Lugia,Psychic,speed,110
Mega Tyranitar,Rock,hp,100
Mega Tyranitar,Rock,attack,164
Mega Tyranitar,Rock,defense,150
Mega Tyranitar,Rock,sp_attack,95
Mega Tyranitar,Rock,sp_defense,120
Mega Tyranitar,Rock,speed,71
Tyranitar,Rock,hp,100
Tyranitar,Rock,attack,134
Tyranitar,Rock,defense,110
Tyranitar,Rock,sp_attack,95
Tyranitar,Rock,sp_defense,100
Tyranitar,Rock,speed,61
Pupitar,Rock,hp,70
Pupitar,Rock,attack,84
Pupitar,Rock,defense,70
Pupitar,Rock,sp_attack,65
Pupitar,Rock,sp_defense,70
Pupitar,Rock,speed,51
Larvitar,Rock,hp,50
Larvitar,Rock,attack,64
Larvitar,Rock,defense,50
Larvitar,Rock,sp_attack,45
Larvitar,Rock,sp_defense,50
Larvitar,Rock,speed,41
Suicune,Water,hp,100
Suicune,Water,attack,75
Suicune,Water,defense,115
Suicune,Water,sp_attack,90
Suicune,Water,sp_defense,115
Suicune,Water,speed,85
Entei,Fire,hp,115
Entei,Fire,attack,115
Entei,Fire,defense,85
Entei,Fire,sp_attack,90
Entei,Fire,sp_defense,75
Entei,Fire,speed,100
Raikou,Electric,hp,90
Raikou,Electric,attack,85
Raikou,Electric,defense,75
Raikou,Electric,sp_attack,115
Raikou,Electric,sp_defense,100
Raikou,Electric,speed,115
Blissey,Normal,hp,255
Blissey,Normal,attack,10
Blissey,Normal,defense,10
Blissey,Normal,sp_attack,75
Blissey,Normal,sp_defense,135
Blissey,Normal,speed,55
Miltank,Normal,hp,95
Miltank,Normal,attack,80
Miltank,Normal,defense,105
Miltank,Normal,sp_attack,40
Miltank,Normal,sp_defense,70
Miltank,Normal,speed,100
Magby,Fire,hp,45
Magby,Fire,attack,75
Magby,Fire,defense,37
Magby,Fire,sp_attack,70
Magby,Fire,sp_defense,55
Magby,Fire,speed,83
Elekid,Electric,hp,45
Elekid,Electric,attack,63
Elekid,Electric,defense,37
Elekid,Electric,sp_attack,65
Elekid,Electric,sp_defense,55
Elekid,Electric,speed,95
Smoochum,Ice,hp,45
Smoochum,Ice,attack,30
Smoochum,Ice,defense,15
Smoochum,Ice,sp_attack,85
Smoochum,Ice,sp_defense,65
Smoochum,Ice,speed,65
Hitmontop,Fighting,hp,50
Hitmontop,Fighting,attack,95
Hitmontop,Fighting,defense,95
Hitmontop,Fighting,sp_attack,35
Hitmontop,Fighting,sp_defense,110
Hitmontop,Fighting,speed,70
Tyrogue,Fighting,hp,35
Tyrogue,Fighting,attack,35
Tyrogue,Fighting,defense,35
Tyrogue,Fighting,sp_attack,35
Tyrogue,Fighting,sp_defense,35
Tyrogue,Fighting,speed,35
Smeargle,Normal,hp,55
Smeargle,Normal,attack,20
Smeargle,Normal,defense,35
Smeargle,Normal,sp_attack,20
Smeargle,Normal,sp_defense,45
Smeargle,Normal,speed,75
Stantler,Normal,hp,73
Stantler,Normal,attack,95
Stantler,Normal,defense,62
Stantler,Normal,sp_attack,85
Stantler,Normal,sp_defense,65
Stantler,Normal,speed,85
Porygon2,Normal,hp,85
Porygon3,Normal,attack,80
Porygon4,Normal,defense,90
Porygon5,Normal,sp_attack,105
Porygon6,Normal,sp_defense,95
Porygon7,Normal,speed,60
Donphan,Ground,hp,90
Donphan,Ground,attack,120
Donphan,Ground,defense,120
Donphan,Ground,sp_attack,60
Donphan,Ground,sp_defense,60
Donphan,Ground,speed,50
Phanpy,Ground,hp,90
Phanpy,Ground,attack,60
Phanpy,Ground,defense,60
Phanpy,Ground,sp_attack,40
Phanpy,Ground,sp_defense,40
Phanpy,Ground,speed,40
Kingdra,Water,hp,75
Kingdra,Water,attack,95
Kingdra,Water,defense,95
Kingdra,Water,sp_attack,95
Kingdra,Water,sp_defense,95
Kingdra,Water,speed,85
Mega Houndoom,Dark,hp,75
Mega Houndoom,Dark,attack,90
Mega Houndoom,Dark,defense,90
Mega Houndoom,Dark,sp_attack,140
Mega Houndoom,Dark,sp_defense,90
Mega Houndoom,Dark,speed,115
Houndoom,Dark,hp,75
Houndoom,Dark,attack,90
Houndoom,Dark,defense,50
Houndoom,Dark,sp_attack,110
Houndoom,Dark,sp_defense,80
Houndoom,Dark,speed,95
Houndour,Dark,hp,45
Houndour,Dark,attack,60
Houndour,Dark,defense,30
Houndour,Dark,sp_attack,80
Houndour,Dark,sp_defense,50
Houndour,Dark,speed,65
Skarmory,Steel,hp,65
Skarmory,Steel,attack,80
Skarmory,Steel,defense,140
Skarmory,Steel,sp_attack,40
Skarmory,Steel,sp_defense,70
Skarmory,Steel,speed,70
Mantine,Water,hp,85
Mantine,Water,attack,40
Mantine,Water,defense,70
Mantine,Water,sp_attack,80
Mantine,Water,sp_defense,140
Mantine,Water,speed,70
Delibird,Ice,hp,45
Delibird,Ice,attack,55
Delibird,Ice,defense,45
Delibird,Ice,sp_attack,65
Delibird,Ice,sp_defense,45
Delibird,Ice,speed,75
Octillery,Water,hp,75
Octillery,Water,attack,105
Octillery,Water,defense,75
Octillery,Water,sp_attack,105
Octillery,Water,sp_defense,75
Octillery,Water,speed,45
Remoraid,Water,hp,35
Remoraid,Water,attack,65
Remoraid,Water,defense,35
Remoraid,Water,sp_attack,65
Remoraid,Water,sp_defense,35
Remoraid,Water,speed,65
Galarian Corsola,Ghost,hp,60
Galarian Corsola,Ghost,attack,55
Galarian Corsola,Ghost,defense,100
Galarian Corsola,Ghost,sp_attack,65
Galarian Corsola,Ghost,sp_defense,100
Galarian Corsola,Ghost,speed,30
Corsola,Water,hp,65
Corsola,Water,attack,55
Corsola,Water,defense,95
Corsola,Water,sp_attack,65
Corsola,Water,sp_defense,95
Corsola,Water,speed,35
Piloswine,Ice,hp,100
Piloswine,Ice,attack,100
Piloswine,Ice,defense,80
Piloswine,Ice,sp_attack,60
Piloswine,Ice,sp_defense,60
Piloswine,Ice,speed,50
Swinub,Ice,hp,50
Swinub,Ice,attack,50
Swinub,Ice,defense,40
Swinub,Ice,sp_attack,30
Swinub,Ice,sp_defense,30
Swinub,Ice,speed,50
Magcargo,Fire,hp,60
Magcargo,Fire,attack,50
Magcargo,Fire,defense,120
Magcargo,Fire,sp_attack,90
Magcargo,Fire,sp_defense,80
Magcargo,Fire,speed,30
Slugma,Fire,hp,40
Slugma,Fire,attack,40
Slugma,Fire,defense,40
Slugma,Fire,sp_attack,70
Slugma,Fire,sp_defense,40
Slugma,Fire,speed,20
Ursaring,Normal,hp,90
Ursaring,Normal,attack,130
Ursaring,Normal,defense,75
Ursaring,Normal,sp_attack,75
Ursaring,Normal,sp_defense,75
Ursaring,Normal,speed,55
Teddiursa,Normal,hp,60
Teddiursa,Normal,attack,80
Teddiursa,Normal,defense,50
Teddiursa,Normal,sp_attack,50
Teddiursa,Normal,sp_defense,50
Teddiursa,Normal,speed,40
Sneasel,Dark,hp,55
Sneasel,Dark,attack,95
Sneasel,Dark,defense,55
Sneasel,Dark,sp_attack,35
Sneasel,Dark,sp_defense,75
Sneasel,Dark,speed,115
Mega Heracross,Bug,hp,80
Mega Heracross,Bug,attack,185
Mega Heracross,Bug,defense,115
Mega Heracross,Bug,sp_attack,40
Mega Heracross,Bug,sp_defense,105
Mega Heracross,Bug,speed,75
Heracross,Bug,hp,80
Heracross,Bug,attack,125
Heracross,Bug,defense,75
Heracross,Bug,sp_attack,40
Heracross,Bug,sp_defense,95
Heracross,Bug,speed,85
Shuckle,Bug,hp,20
Shuckle,Bug,attack,10
Shuckle,Bug,defense,230
Shuckle,Bug,sp_attack,10
Shuckle,Bug,sp_defense,230
Shuckle,Bug,speed,5
Mega Scizor,Bug,hp,70
Mega Scizor,Bug,attack,150
Mega Scizor,Bug,defense,140
Mega Scizor,Bug,sp_attack,65
Mega Scizor,Bug,sp_defense,100
Mega Scizor,Bug,speed,75
Scizor,Bug,hp,70
Scizor,Bug,attack,130
Scizor,Bug,defense,100
Scizor,Bug,sp_attack,55
Scizor,Bug,sp_defense,80
Scizor,Bug,speed,65
Qwilfish,Water,hp,65
Qwilfish,Water,attack,95
Qwilfish,Water,defense,85
Qwilfish,Water,sp_attack,55
Qwilfish,Water,sp_defense,55
Qwilfish,Water,speed,85
Granbull,Fairy,hp,90
Granbull,Fairy,attack,120
Granbull,Fairy,defense,75
Granbull,Fairy,sp_attack,60
Granbull,Fairy,sp_defense,60
Granbull,Fairy,speed,45
Snubbull,Fairy,hp,60
Snubbull,Fairy,attack,80
Snubbull,Fairy,defense,50
Snubbull,Fairy,sp_attack,40
Snubbull,Fairy,sp_defense,40
Snubbull,Fairy,speed,30
Mega Steelix,Steel,hp,75
Mega Steelix,Steel,attack,125
Mega Steelix,Steel,defense,230
Mega Steelix,Steel,sp_attack,55
Mega Steelix,Steel,sp_defense,95
Mega Steelix,Steel,speed,30
Steelix,Steel,hp,75
Steelix,Steel,attack,85
Steelix,Steel,defense,200
Steelix,Steel,sp_attack,55
Steelix,Steel,sp_defense,65
Steelix,Steel,speed,30
Gligar,Ground,hp,65
Gligar,Ground,attack,75
Gligar,Ground,defense,105
Gligar,Ground,sp_attack,35
Gligar,Ground,sp_defense,65
Gligar,Ground,speed,85
Dunsparce,Normal,hp,100
Dunsparce,Normal,attack,70
Dunsparce,Normal,defense,70
Dunsparce,Normal,sp_attack,65
Dunsparce,Normal,sp_defense,65
Dunsparce,Normal,speed,45
Forretress,Bug,hp,75
Forretress,Bug,attack,90
Forretress,Bug,defense,140
Forretress,Bug,sp_attack,60
Forretress,Bug,sp_defense,60
Forretress,Bug,speed,40
Pineco,Bug,hp,50
Pineco,Bug,attack,65
Pineco,Bug,defense,90
Pineco,Bug,sp_attack,35
Pineco,Bug,sp_defense,35
Pineco,Bug,speed,15
Girafarig,Normal,hp,70
Girafarig,Normal,attack,80
Girafarig,Normal,defense,65
Girafarig,Normal,sp_attack,90
Girafarig,Normal,sp_defense,65
Girafarig,Normal,speed,85
Wobbuffet,Psychic,hp,190
Wobbuffet,Psychic,attack,33
Wobbuffet,Psychic,defense,58
Wobbuffet,Psychic,sp_attack,33
Wobbuffet,Psychic,sp_defense,58
Wobbuffet,Psychic,speed,33
Unown,Psychic,hp,48
Unown,Psychic,attack,72
Unown,Psychic,defense,48
Unown,Psychic,sp_attack,72
Unown,Psychic,sp_defense,48
Unown,Psychic,speed,48
Misdreavus,Ghost,hp,60
Misdreavus,Ghost,attack,60
Misdreavus,Ghost,defense,60
Misdreavus,Ghost,sp_attack,85
Misdreavus,Ghost,sp_defense,85
Misdreavus,Ghost,speed,85
Slowking,Water,hp,95
Slowking,Water,attack,75
Slowking,Water,defense,80
Slowking,Water,sp_attack,100
Slowking,Water,sp_defense,110
Slowking,Water,speed,30
Murkrow,Dark,hp,60
Murkrow,Dark,attack,85
Murkrow,Dark,defense,42
Murkrow,Dark,sp_attack,85
Murkrow,Dark,sp_defense,42
Murkrow,Dark,speed,91
Umbreon,Dark,hp,95
Umbreon,Dark,attack,65
Umbreon,Dark,defense,110
Umbreon,Dark,sp_attack,60
Umbreon,Dark,sp_defense,130
Umbreon,Dark,speed,65
Espeon,Psychic,hp,65
Espeon,Psychic,attack,65
Espeon,Psychic,defense,60
Espeon,Psychic,sp_attack,130
Espeon,Psychic,sp_defense,95
Espeon,Psychic,speed,110
Quagsire,Water,hp,95
Quagsire,Water,attack,85
Quagsire,Water,defense,85
Quagsire,Water,sp_attack,65
Quagsire,Water,sp_defense,65
Quagsire,Water,speed,35
Wooper,Water,hp,55
Wooper,Water,attack,45
Wooper,Water,defense,45
Wooper,Water,sp_attack,25
Wooper,Water,sp_defense,25
Wooper,Water,speed,15
Yanma,Bug,hp,65
Yanma,Bug,attack,65
Yanma,Bug,defense,45
Yanma,Bug,sp_attack,75
Yanma,Bug,sp_defense,45
Yanma,Bug,speed,95
Sunflora,Grass,hp,75
Sunflora,Grass,attack,75
Sunflora,Grass,defense,55
Sunflora,Grass,sp_attack,105
Sunflora,Grass,sp_defense,85
Sunflora,Grass,speed,30
Sunkern,Grass,hp,30
Sunkern,Grass,attack,30
Sunkern,Grass,defense,30
Sunkern,Grass,sp_attack,30
Sunkern,Grass,sp_defense,30
Sunkern,Grass,speed,30
Aipom,Normal,hp,55
Aipom,Normal,attack,70
Aipom,Normal,defense,55
Aipom,Normal,sp_attack,40
Aipom,Normal,sp_defense,55
Aipom,Normal,speed,85
Jumpluff,Grass,hp,75
Jumpluff,Grass,attack,55
Jumpluff,Grass,defense,70
Jumpluff,Grass,sp_attack,55
Jumpluff,Grass,sp_defense,95
Jumpluff,Grass,speed,110
Skiploom,Grass,hp,55
Skiploom,Grass,attack,45
Skiploom,Grass,defense,50
Skiploom,Grass,sp_attack,45
Skiploom,Grass,sp_defense,65
Skiploom,Grass,speed,80
Hoppip,Grass,hp,35
Hoppip,Grass,attack,35
Hoppip,Grass,defense,40
Hoppip,Grass,sp_attack,35
Hoppip,Grass,sp_defense,55
Hoppip,Grass,speed,50
Politoed,Water,hp,90
Politoed,Water,attack,75
Politoed,Water,defense,75
Politoed,Water,sp_attack,90
Politoed,Water,sp_defense,100
Politoed,Water,speed,70
Sudowoodo,Rock,hp,70
Sudowoodo,Rock,attack,100
Sudowoodo,Rock,defense,115
Sudowoodo,Rock,sp_attack,30
Sudowoodo,Rock,sp_defense,65
Sudowoodo,Rock,speed,30
Azumarill,Water,hp,100
Azumarill,Water,attack,50
Azumarill,Water,defense,80
Azumarill,Water,sp_attack,60
Azumarill,Water,sp_defense,80
Azumarill,Water,speed,50
Marill,Water,hp,70
Marill,Water,attack,20
Marill,Water,defense,50
Marill,Water,sp_attack,20
Marill,Water,sp_defense,50
Marill,Water,speed,40
Bellossom,Grass,hp,75
Bellossom,Grass,attack,80
Bellossom,Grass,defense,95
Bellossom,Grass,sp_attack,90
Bellossom,Grass,sp_defense,100
Bellossom,Grass,speed,50
Mega Ampharos,Electric,hp,90
Mega Ampharos,Electric,attack,95
Mega Ampharos,Electric,defense,105
Mega Ampharos,Electric,sp_attack,165
Mega Ampharos,Electric,sp_defense,110
Mega Ampharos,Electric,speed,45
Ampharos,Electric,hp,90
Ampharos,Electric,attack,75
Ampharos,Electric,defense,85
Ampharos,Electric,sp_attack,115
Ampharos,Electric,sp_defense,90
Ampharos,Electric,speed,55
Flaaffy,Electric,hp,70
Flaaffy,Electric,attack,55
Flaaffy,Electric,defense,55
Flaaffy,Electric,sp_attack,80
Flaaffy,Electric,sp_defense,60
Flaaffy,Electric,speed,45
Mareep,Electric,hp,55
Mareep,Electric,attack,40
Mareep,Electric,defense,40
Mareep,Electric,sp_attack,65
Mareep,Electric,sp_defense,45
Mareep,Electric,speed,35
Xatu,Psychic,hp,65
Xatu,Psychic,attack,75
Xatu,Psychic,defense,70
Xatu,Psychic,sp_attack,95
Xatu,Psychic,sp_defense,70
Xatu,Psychic,speed,95
Natu,Psychic,hp,40
Natu,Psychic,attack,50
Natu,Psychic,defense,45
Natu,Psychic,sp_attack,70
Natu,Psychic,sp_defense,45
Natu,Psychic,speed,70
Togetic,Fairy,hp,55
Togetic,Fairy,attack,40
Togetic,Fairy,defense,85
Togetic,Fairy,sp_attack,80
Togetic,Fairy,sp_defense,105
Togetic,Fairy,speed,40
Togepi,Fairy,hp,35
Togepi,Fairy,attack,20
Togepi,Fairy,defense,65
Togepi,Fairy,sp_attack,40
Togepi,Fairy,sp_defense,65
Togepi,Fairy,speed,20
Igglybuff,Normal,hp,90
Igglybuff,Normal,attack,30
Igglybuff,Normal,defense,15
Igglybuff,Normal,sp_attack,40
Igglybuff,Normal,sp_defense,20
Igglybuff,Normal,speed,15
Cleffa,Fairy,hp,50
Cleffa,Fairy,attack,25
Cleffa,Fairy,defense,28
Cleffa,Fairy,sp_attack,45
Cleffa,Fairy,sp_defense,55
Cleffa,Fairy,speed,15
Pichu,Electric,hp,20
Pichu,Electric,attack,40
Pichu,Electric,defense,15
Pichu,Electric,sp_attack,35
Pichu,Electric,sp_defense,35
Pichu,Electric,speed,60
Lanturn,Water,hp,125
Lanturn,Water,attack,58
Lanturn,Water,defense,58
Lanturn,Water,sp_attack,76
Lanturn,Water,sp_defense,76
Lanturn,Water,speed,67
Chinchou,Water,hp,75
Chinchou,Water,attack,38
Chinchou,Water,defense,38
Chinchou,Water,sp_attack,56
Chinchou,Water,sp_defense,56
Chinchou,Water,speed,67
Crobat,Poison,hp,85
Crobat,Poison,attack,90
Crobat,Poison,defense,80
Crobat,Poison,sp_attack,70
Crobat,Poison,sp_defense,80
Crobat,Poison,speed,130
Ariados,Bug,hp,70
Ariados,Bug,attack,90
Ariados,Bug,defense,70
Ariados,Bug,sp_attack,60
Ariados,Bug,sp_defense,70
Ariados,Bug,speed,40
Spinarak,Bug,hp,40
Spinarak,Bug,attack,60
Spinarak,Bug,defense,40
Spinarak,Bug,sp_attack,40
Spinarak,Bug,sp_defense,40
Spinarak,Bug,speed,30
Ledian,Bug,hp,55
Ledian,Bug,attack,35
Ledian,Bug,defense,50
Ledian,Bug,sp_attack,55
Ledian,Bug,sp_defense,110
Ledian,Bug,speed,85
Ledyba,Bug,hp,40
Ledyba,Bug,attack,20
Ledyba,Bug,defense,30
Ledyba,Bug,sp_attack,40
Ledyba,Bug,sp_defense,80
Ledyba,Bug,speed,55
Noctowl,Normal,hp,100
Noctowl,Normal,attack,50
Noctowl,Normal,defense,50
Noctowl,Normal,sp_attack,86
Noctowl,Normal,sp_defense,96
Noctowl,Normal,speed,70
Hoothoot,Normal,hp,60
Hoothoot,Normal,attack,30
Hoothoot,Normal,defense,30
Hoothoot,Normal,sp_attack,36
Hoothoot,Normal,sp_defense,56
Hoothoot,Normal,speed,50
Furret,Normal,hp,85
Furret,Normal,attack,76
Furret,Normal,defense,64
Furret,Normal,sp_attack,45
Furret,Normal,sp_defense,55
Furret,Normal,speed,90
Sentret,Normal,hp,35
Sentret,Normal,attack,46
Sentret,Normal,defense,34
Sentret,Normal,sp_attack,35
Sentret,Normal,sp_defense,45
Sentret,Normal,speed,20
Feraligatr,Water,hp,85
Feraligatr,Water,attack,105
Feraligatr,Water,defense,100
Feraligatr,Water,sp_attack,79
Feraligatr,Water,sp_defense,83
Feraligatr,Water,speed,78
Croconaw,Water,hp,65
Croconaw,Water,attack,80
Croconaw,Water,defense,80
Croconaw,Water,sp_attack,59
Croconaw,Water,sp_defense,63
Croconaw,Water,speed,58
Totodile,Water,hp,50
Totodile,Water,attack,65
Totodile,Water,defense,64
Totodile,Water,sp_attack,44
Totodile,Water,sp_defense,48
Totodile,Water,speed,43
Typhlosion,Fire,hp,78
Typhlosion,Fire,attack,84
Typhlosion,Fire,defense,78
Typhlosion,Fire,sp_attack,109
Typhlosion,Fire,sp_defense,85
Typhlosion,Fire,speed,100
Quilava,Fire,hp,58
Quilava,Fire,attack,64
Quilava,Fire,defense,58
Quilava,Fire,sp_attack,80
Quilava,Fire,sp_defense,65
Quilava,Fire,speed,80
Cyndaquil,Fire,hp,39
Cyndaquil,Fire,attack,52
Cyndaquil,Fire,defense,43
Cyndaquil,Fire,sp_attack,60
Cyndaquil,Fire,sp_defense,50
Cyndaquil,Fire,speed,65
Meganium,Grass,hp,80
Meganium,Grass,attack,82
Meganium,Grass,defense,100
Meganium,Grass,sp_attack,83
Meganium,Grass,sp_defense,100
Meganium,Grass,speed,80
Bayleef,Grass,hp,60
Bayleef,Grass,attack,62
Bayleef,Grass,defense,80
Bayleef,Grass,sp_attack,63
Bayleef,Grass,sp_defense,80
Bayleef,Grass,speed,60
Chikorita,Grass,hp,45
Chikorita,Grass,attack,49
Chikorita,Grass,defense,65
Chikorita,Grass,sp_attack,49
Chikorita,Grass,sp_defense,65
Chikorita,Grass,speed,45
Mew,Psychic,hp,100
Mew,Psychic,attack,100
Mew,Psychic,defense,100
Mew,Psychic,sp_attack,100
Mew,Psychic,sp_defense,100
Mew,Psychic,speed,100
Mega Mewtwo Y,Psychic,hp,106
Mega Mewtwo Y,Psychic,attack,150
Mega Mewtwo Y,Psychic,defense,70
Mega Mewtwo Y,Psychic,sp_attack,194
Mega Mewtwo Y,Psychic,sp_defense,120
Mega Mewtwo Y,Psychic,speed,140
Mega Mewtwo X,Psychic,hp,106
Mega Mewtwo X,Psychic,attack,190
Mega Mewtwo X,Psychic,defense,100
Mega Mewtwo X,Psychic,sp_attack,154
